year,run,farmDesign,biomass,catch,bmNull,ctchNull,bmDiff,ctchDiff
111,1,small,42.033368926363224,1.6543144853051455,17628.027012352195,2515.1019793862533,-17585.99364342583,-2513.447664900948
111,3,large,18.378768008151948,0.5262232551309302,17628.027012352195,2515.1019793862533,-17609.648244344044,-2514.5757561311225
111,3,small,37.18973045591405,1.3690678423806844,17628.027012352195,2515.1019793862533,-17590.83728189628,-2513.7329115438724
111,9,large,8.218881263321842,0.17698150345610958,17628.027012352195,2515.1019793862533,-17619.808131088874,-2514.924997882797
111,9,small,23.968188249336833,0.7256202005474865,17628.027012352195,2515.1019793862533,-17604.05882410286,-2514.376359185706
111,15,large,4.348257688701803,0.0748337636651379,17628.027012352195,2515.1019793862533,-17623.67875466349,-2515.0271456225883
111,15,small,15.135012607731635,0.3788029672978207,17628.027012352195,2515.1019793862533,-17612.891999744465,-2514.7231764189555
112,1,large,22.62315324009831,0.7273803006406331,17615.69727036343,2513.8881427661854,-17593.07411712333,-2513.160762465545
112,1,small,38.90003002642213,1.6628223006731604,17615.69727036343,2513.8881427661854,-17576.797240337008,-2512.225320465512
112,3,large,16.637442408820263,0.47341849804601555,17615.69727036343,2513.8881427661854,-17599.05982795461,-2513.4147242681393
112,3,small,34.26627658422056,1.3464768698737397,17615.69727036343,2513.8881427661854,-17581.43099377921,-2512.5416658963118
112,9,large,7.31677646242418,0.15447319694010556,17615.69727036343,2513.8881427661854,-17608.380493901008,-2513.733669569245
112,9,small,21.807506576564812,0.6736905587254944,17615.69727036343,2513.8881427661854,-17593.889763786865,-2513.21445220746
112,15,large,3.8229486040814256,0.06425622559753794,17615.69727036343,2513.8881427661854,-17611.87432175935,-2513.823886540588
112,15,small,13.62568068894603,0.3471132705321236,17615.69727036343,2513.8881427661854,-17602.071589674484,-2513.541029495653
113,1,large,20.580572843915675,0.6327034583127337,17603.703352318116,2512.707801059006,-17583.1227794742,-2512.0750976006934
113,1,small,35.78709709197569,1.3460519723089863,17603.703352318116,2512.707801059006,-17567.91625522614,-2511.3617490866973
113,3,large,15.038452256326815,0.41247060187770773,17603.703352318116,2512.707801059006,-17588.66490006179,-2512.2953304571283
113,3,small,31.421799104478517,1.107433078289265,17603.703352318116,2512.707801059006,-17572.281553213637,-2511.600367980717
113,9,large,6.507018315624837,0.13429769092823318,17603.703352318116,2512.707801059006,-17597.196334002492,-2512.573503368078
113,9,small,19.792788574569702,0.5743232934231081,17603.703352318116,2512.707801059006,-17583.910563743546,-2512.133477765583
113,15,large,3.358054375913969,0.05539103233016635,17603.703352318116,2512.707801059006,-17600.345297942204,-2512.652410026676
113,15,small,12.240702558718871,0.2934572533448777,17603.703352318116,2512.707801059006,-17591.462649759396,-2512.4143438056612
114,1,large,18.71992629040332,0.57550396842091045,17592.034657853736,2511.559870616691,-17573.314731563332,-2510.98436664827
114,1,small,33.05567550983835,1.3534241722047167,17592.034657853736,2511.559870616691,-17558.9789823439,-2510.2064464444866
114,3,large,13.586473328745724,0.369663162273768,17592.034657853736,2511.559870616691,-17578.44818452499,-2511.1902074544173
114,3,small,28.89388509958772,1.0864796932215839,17592.034657853736,2511.559870616691,-17563.14077275415,-2510.4733909234697
114,9,large,5.781594141904902,0.11671983855888202,17592.034657853736,2511.559870616691,-17586.25306371183,-2511.4431507781323
114,9,small,17.970953181710037,0.5304851488344084,17592.034657853736,2511.559870616691,-17574.063704672026,-2511.0293854678566
114,15,large,2.946888801463148,0.047361425769864525,17592.034657853736,2511.559870616691,-17589.087769052272,-2511.5125091909213
114,15,small,10.997230594670377,0.2678606218325397,17592.034657853736,2511.559870616691,-17581.037427259063,-2511.2920099948587
115,1,large,16.996432540256873,0.49993318525966174,17580.680998329735,2510.4433111842864,-17563.684565789477,-2509.943377999027
115,1,small,30.35322110134366,1.089192420432471,17580.680998329735,2510.4433111842864,-17550.32777722839,-2509.354118763854
115,3,large,12.256411129766219,0.3214821146931035,17580.680998329735,2510.4433111842864,-17568.42458719997,-2510.1218290695933
115,3,small,26.44548822209103,0.8908710128793318,17580.680998329735,2510.4433111842864,-17554.235510107643,-2509.552440171407
115,9,large,5.131805209858607,0.10133868188603616,17580.680998329735,2510.4433111842864,-17575.549193119878,-2510.3419725024005
115,9,small,16.278263782073076,0.4518549284316289,17580.680998329735,2510.4433111842864,-17564.40273454766,-2509.9914562558547
